년,구,동,행정동_코드,"서비스 업종","점포당 연간매출",운영_영업_개월_평균,폐업_영업_개월_평균,폐업률
2021,강남구,개포2동,11680670,분식전문점,343400233.89629626,97,52,5.5556
2021,강남구,개포2동,11680670,일식음식점,345450873.5555556,97,52,0.0000
2021,강남구,개포2동,11680670,제과점,243151092,123,54,0.0000
2021,강남구,개포2동,11680670,중식음식점,217866744,131,63,0.0000
2021,강남구,개포2동,11680670,치킨전문점,10874531.333333334,131,63,0.0000
2021,강남구,개포2동,11680670,커피-음료,115497133.36084658,97,52,1.8889
2021,강남구,개포2동,11680670,패스트푸드점,76676986,97,52,0.0000
2021,강남구,개포2동,11680670,한식음식점,168583736.51595238,97,52,0.0000
2021,강남구,개포2동,11680670,호프-간이주점,89233921.92592593,97,52,0.0000
2021,강남구,개포4동,11680690,분식전문점,40086370.22571429,129,53,1.6667
2021,강남구,개포4동,11680690,양식음식점,84944259.83333333,133,49,0.0000
2021,강남구,개포4동,11680690,일식음식점,390213381.3333333,126,58,0.0000
2021,강남구,개포4동,11680690,제과점,210382732.33333334,126,58,0.0000
2021,강남구,개포4동,11680690,중식음식점,553492196.6666666,120,49,0.0000
2021,강남구,개포4동,11680690,치킨전문점,69931589.84444444,120,49,0.0000
2021,강남구,개포4동,11680690,커피-음료,116664337.80476189,135,49,1.8333
2021,강남구,개포4동,11680690,패스트푸드점,233038247.52380952,134,52,0.0000
2021,강남구,개포4동,11680690,한식음식점,379236417.0894596,126,58,1.6667
2021,강남구,개포4동,11680690,호프-간이주점,131948789.96296294,135,49,11.1111
2021,강남구,논현1동,11680521,분식전문점,109659340.99427961,108,51,5.2778
2021,강남구,논현1동,11680521,양식음식점,100922099.61370556,108,51,0.4286
2021,강남구,논현1동,11680521,일식음식점,292443467.46000004,108,51,1.5714
2021,강남구,논현1동,11680521,제과점,212931038.34343433,124,49,0.0000
2021,강남구,논현1동,11680521,중식음식점,319263951.2312924,108,51,5.8095
2021,강남구,논현1동,11680521,치킨전문점,89176824.96190476,108,51,9.5714
2021,강남구,논현1동,11680521,커피-음료,105411154.64645128,108,51,5.0909
2021,강남구,논현1동,11680521,패스트푸드점,261551579.8946032,110,50,2.2000
2021,강남구,논현1동,11680521,한식음식점,260245502.89336234,108,51,4.3846
2021,강남구,논현1동,11680521,호프-간이주점,166278876.10889152,108,51,3.7273
2021,강남구,논현2동,11680531,분식전문점,108950834.0056128,118,49,4.9167
2021,강남구,논현2동,11680531,양식음식점,109276778.3300281,109,52,6.4783
2021,강남구,논현2동,11680531,일식음식점,189047484.0417257,71,44,2.2000
2021,강남구,논현2동,11680531,제과점,240140703.9210884,71,44,3.9524
2021,강남구,논현2동,11680531,중식음식점,395210003.5208333,117,49,3.1250
2021,강남구,논현2동,11680531,치킨전문점,426210191.5833333,122,53,4.1667
2021,강남구,논현2동,11680531,커피-음료,118086131.4467295,118,53,3.6585
2021,강남구,논현2동,11680531,패스트푸드점,47375029.61532091,93,52,1.6957
2021,강남구,논현2동,11680531,한식음식점,300839536.29432654,114,56,4.3333
2021,강남구,논현2동,11680531,호프-간이주점,227887294.6710084,104,51,7.2059
2021,강남구,대치1동,11680600,분식전문점,421471746.8462482,124,55,5.1667
2021,강남구,대치1동,11680600,양식음식점,616802026.925926,123,56,7.4444
2021,강남구,대치1동,11680600,일식음식점,474642228,109,49,0.0000
2021,강남구,대치1동,11680600,제과점,659197037.1,125,56,0.0000
2021,강남구,대치1동,11680600,중식음식점,913644801.7777778,125,56,0.0000
2021,강남구,대치1동,11680600,치킨전문점,274432332,102,50,0.0000
2021,강남구,대치1동,11680600,커피-음료,144603530.25859788,124,54,3.2500
2021,강남구,대치1동,11680600,패스트푸드점,11676940,97,50,0.0000
2021,강남구,대치1동,11680600,한식음식점,276244957.78169316,109,49,4.1667
2021,강남구,대치1동,11680600,호프-간이주점,68067916.2,125,56,8.3333
2021,강남구,대치2동,11680610,분식전문점,105523035.43963243,100,49,7.2000
2021,강남구,대치2동,11680610,양식음식점,303362494.5824562,114,53,1.2222
2021,강남구,대치2동,11680610,일식음식점,270498412.7888889,102,50,1.0833
2021,강남구,대치2동,11680610,제과점,275062275.3333333,131,61,0.0000
2021,강남구,대치2동,11680610,중식음식점,579041505.3333334,133,61,3.0000
2021,강남구,대치2동,11680610,치킨전문점,156031280,98,49,0.0000
2021,강남구,대치2동,11680610,커피-음료,213082558.60718063,106,48,5.3333
2021,강남구,대치2동,11680610,패스트푸드점,151650728.94444445,96,49,2.7500
2021,강남구,대치2동,11680610,한식음식점,245886610.9232216,117,53,5.2222
2021,강남구,대치2동,11680610,호프-간이주점,162830195.4570707,104,50,2.7500
2021,강남구,대치4동,11680630,분식전문점,147659515.49421513,102,48,3.7222
2021,강남구,대치4동,11680630,양식음식점,51384459.15546737,99,45,0.5833
2021,강남구,대치4동,11680630,일식음식점,174755256.6671557,101,48,2.7500
2021,강남구,대치4동,11680630,제과점,185965956.73527065,100,48,0.5333
2021,강남구,대치4동,11680630,중식음식점,365318198.4739744,95,51,5.5000
2021,강남구,대치4동,11680630,치킨전문점,190316358.0888889,100,48,1.5556
2021,강남구,대치4동,11680630,커피-음료,106858991.74982677,95,51,3.6667
2021,강남구,대치4동,11680630,패스트푸드점,223394196.8217338,98,48,3.4167
2021,강남구,대치4동,11680630,한식음식점,376384913.08432126,100,48,1.7778
2021,강남구,대치4동,11680630,호프-간이주점,119991000.36247168,91,47,1.8333
2021,강남구,도곡1동,11680655,분식전문점,214930893.42222223,114,56,8.3333
2021,강남구,도곡1동,11680655,양식음식점,114871721.94444446,114,56,9.6667
2021,강남구,도곡1동,11680655,일식음식점,197716645.16666666,114,56,0.0000
2021,강남구,도곡1동,11680655,제과점,30666834.799999997,110,51,0.0000
2021,강남구,도곡1동,11680655,중식음식점,531482539,114,56,0.0000
2021,강남구,도곡1동,11680655,치킨전문점,104990275,114,56,0.0000
2021,강남구,도곡1동,11680655,커피-음료,67150722.18951419,115,56,1.6667
2021,강남구,도곡1동,11680655,패스트푸드점,59066237.2,106,51,10.0000
2021,강남구,도곡1동,11680655,한식음식점,258680878.27828556,113,49,3.7778
2021,강남구,도곡1동,11680655,호프-간이주점,468464070.1333334,115,56,0.0000
2021,강남구,도곡2동,11680656,분식전문점,299098728.83492064,122,48,6.1667
2021,강남구,도곡2동,11680656,양식음식점,352517241.55443317,122,48,1.1111
2021,강남구,도곡2동,11680656,일식음식점,193350870.745679,117,50,2.7778
2021,강남구,도곡2동,11680656,제과점,661325575.8571428,121,53,2.3333
2021,강남구,도곡2동,11680656,중식음식점,313984005.6666667,114,50,0.0000
2021,강남구,도곡2동,11680656,치킨전문점,136572929.93333334,123,48,0.0000
2021,강남구,도곡2동,11680656,커피-음료,375922194.0179145,125,54,7.2222
2021,강남구,도곡2동,11680656,패스트푸드점,45640668,115,50,0.0000
2021,강남구,도곡2동,11680656,한식음식점,268437746.00016755,123,48,2.1111
2021,강남구,도곡2동,11680656,호프-간이주점,177647962.08653846,123,48,1.0000
2021,강남구,삼성1동,11680580,분식전문점,331911240.9087742,134,64,2.1667
2021,강남구,삼성1동,11680580,양식음식점,222842998.92688835,134,64,1.8333
2021,강남구,삼성1동,11680580,일식음식점,786826301.8483247,134,64,3.2778
2021,강남구,삼성1동,11680580,제과점,468675161.3502645,134,64,1.5556
2021,강남구,삼성1동,11680580,중식음식점,1098163754.4055557,134,64,2.0000
2021,강남구,삼성1동,11680580,치킨전문점,210271780.66666663,120,61,5.5556
2021,강남구,삼성1동,11680580,커피-음료,252860555.94658408,134,64,2.5238
2021,강남구,삼성1동,11680580,패스트푸드점,272680512.6481481,134,64,1.1667
2021,강남구,삼성1동,11680580,한식음식점,347097726.41385144,134,64,2.3333
2021,강남구,삼성1동,11680580,호프-간이주점,422376283.56349206,117,60,2.0833
2021,강남구,삼성2동,11680590,분식전문점,266533470.52277285,110,46,9.9524
2021,강남구,삼성2동,11680590,양식음식점,174998499.0055026,101,46,6.3333
2021,강남구,삼성2동,11680590,일식음식점,151572132.10481963,101,46,0.6667
2021,강남구,삼성2동,11680590,제과점,158010036.53968254,103,50,6.4000
2021,강남구,삼성2동,11680590,중식음식점,367427572.3585185,112,53,10.5333
2021,강남구,삼성2동,11680590,치킨전문점,88488870.22539683,107,50,0.0000
2021,강남구,삼성2동,11680590,커피-음료,173559577.60181215,99,46,4.0000
2021,강남구,삼성2동,11680590,패스트푸드점,75072635.69753087,107,50,1.8889
2021,강남구,삼성2동,11680590,한식음식점,313874610.80701333,110,46,2.6667
2021,강남구,삼성2동,11680590,호프-간이주점,120085062.03111109,108,46,3.3333
2021,강남구,수서동,11680750,분식전문점,315225042.4257703,125,59,4.3333
2021,강남구,수서동,11680750,양식음식점,137623910.22222224,125,59,16.6667
2021,강남구,수서동,11680750,일식음식점,495386977.0074074,124,58,3.6667
2021,강남구,수서동,11680750,제과점,73258197.95555556,125,59,0.0000
2021,강남구,수서동,11680750,중식음식점,328551812.6666667,125,59,0.0000
2021,강남구,수서동,11680750,치킨전문점,174288556.8,124,58,0.0000
2021,강남구,수서동,11680750,커피-음료,212728869.86429366,125,59,3.3333
2021,강남구,수서동,11680750,패스트푸드점,281223071.40740734,124,58,0.0000
2021,강남구,수서동,11680750,한식음식점,258618091.105307,124,58,1.6667
2021,강남구,수서동,11680750,호프-간이주점,140973735.76068377,124,58,2.6667
2021,강남구,신사동,11680510,분식전문점,108677736.63849773,79,49,4.9167
2021,강남구,신사동,11680510,양식음식점,162480424.02148905,110,56,5.6667
2021,강남구,신사동,11680510,일식음식점,326416758.5144362,110,56,4.5833
2021,강남구,신사동,11680510,제과점,197527803.23032144,89,44,3.6250
2021,강남구,신사동,11680510,중식음식점,258648527.07163587,110,56,2.5556
2021,강남구,신사동,11680510,치킨전문점,91345357.39999999,97,40,1.1667
2021,강남구,신사동,11680510,커피-음료,142923903.65679973,95,41,4.3333
2021,강남구,신사동,11680510,패스트푸드점,558873633.1674876,110,56,1.5556
2021,강남구,신사동,11680510,한식음식점,171043393.22760245,110,56,0.5333
2021,강남구,신사동,11680510,호프-간이주점,125530219.25812434,110,56,0.8235
2021,강남구,압구정동,11680545,분식전문점,172459802.8457909,110,52,4.8889
2021,강남구,압구정동,11680545,양식음식점,210132659.0087675,104,47,1.3333
2021,강남구,압구정동,11680545,일식음식점,318829650.273564,110,52,3.8889
2021,강남구,압구정동,11680545,제과점,180962300.74074072,120,47,4.1111
2021,강남구,압구정동,11680545,중식음식점,219141629.46212122,112,53,3.6667
2021,강남구,압구정동,11680545,치킨전문점,70333102.4996633,120,46,1.1111
2021,강남구,압구정동,11680545,커피-음료,156003485.0594249,120,47,2.3333
2021,강남구,압구정동,11680545,패스트푸드점,137791962.90103474,104,47,7.2222
2021,강남구,압구정동,11680545,한식음식점,320222113.0437901,119,47,3.2222
2021,강남구,압구정동,11680545,호프-간이주점,139992465.03337833,112,53,6.5556
2021,강남구,역삼1동,11680640,분식전문점,165641212.82340246,100,47,3.8333
2021,강남구,역삼1동,11680640,양식음식점,127105641.84395643,103,47,3.0833
2021,강남구,역삼1동,11680640,일식음식점,238005711.8080521,105,49,2.3478
2021,강남구,역삼1동,11680640,제과점,428278728.889245,109,46,0.7778
2021,강남구,역삼1동,11680640,중식음식점,320120251.29624593,113,49,2.2857
2021,강남구,역삼1동,11680640,치킨전문점,175989370.68840078,105,49,3.4091
2021,강남구,역삼1동,11680640,커피-음료,212689566.76922294,125,51,3.9000
2021,강남구,역삼1동,11680640,패스트푸드점,121661187.53565055,107,48,7.6296
2021,강남구,역삼1동,11680640,한식음식점,235698469.88992718,104,47,3.3667
2021,강남구,역삼1동,11680640,호프-간이주점,208929715.01401028,124,51,3.2222
2021,강남구,역삼2동,11680650,분식전문점,91961982.10421677,99,44,6.0833
2021,강남구,역삼2동,11680650,양식음식점,90163983.83774251,93,47,4.4444
2021,강남구,역삼2동,11680650,일식음식점,208092097.38095236,98,47,2.5833
2021,강남구,역삼2동,11680650,제과점,1056844293.2349206,101,45,5.1667
2021,강남구,역삼2동,11680650,중식음식점,209842360.27350894,116,56,0.0000
2021,강남구,역삼2동,11680650,치킨전문점,165348631.16666666,98,47,7.5000
2021,강남구,역삼2동,11680650,커피-음료,155007383.1877536,116,56,8.8333
2021,강남구,역삼2동,11680650,패스트푸드점,158634130.57777774,116,56,0.0000
2021,강남구,역삼2동,11680650,한식음식점,194864736.0881238,135,56,5.9333
2021,강남구,역삼2동,11680650,호프-간이주점,79325751.55555555,113,55,0.0000
2021,강남구,일원1동,11680730,분식전문점,136989386.69047618,114,52,0.0000
2021,강남구,일원1동,11680730,양식음식점,103771920.77777778,111,52,0.0000
2021,강남구,일원1동,11680730,일식음식점,67183114,119,55,0.0000
2021,강남구,일원1동,11680730,중식음식점,120714238.60000001,114,52,4.1667
2021,강남구,일원1동,11680730,치킨전문점,141625452.4457672,119,55,0.0000
2021,강남구,일원1동,11680730,커피-음료,97636724.97619049,114,52,6.6667
2021,강남구,일원1동,11680730,패스트푸드점,122768749.77777778,119,55,0.0000
2021,강남구,일원1동,11680730,한식음식점,210170714.1814569,111,52,1.0000
2021,강남구,일원1동,11680730,호프-간이주점,82517067.48214285,111,52,0.0000
2021,강남구,청담동,11680565,분식전문점,98138828.53143832,127,71,6.8000
2021,강남구,청담동,11680565,양식음식점,227517087.15714315,124,50,3.1538
2021,강남구,청담동,11680565,일식음식점,257166665.08380952,127,71,4.5333
2021,강남구,청담동,11680565,제과점,210312929.55151513,127,71,1.5000
2021,강남구,청담동,11680565,중식음식점,739102699.52,108,49,0.0000
2021,강남구,청담동,11680565,치킨전문점,117576150.74074073,127,55,0.0000
2021,강남구,청담동,11680565,커피-음료,74238066.7467664,118,58,0.7949
2021,강남구,청담동,11680565,패스트푸드점,94782315.77777779,117,58,0.0000
2021,강남구,청담동,11680565,한식음식점,337975191.3939297,127,71,1.8718
2021,강남구,청담동,11680565,호프-간이주점,176853637.9135531,108,49,9.3846
2021,강동구,고덕1동,11740550,분식전문점,57855981.13809523,88,48,12.5000
2021,강동구,고덕1동,11740550,양식음식점,12283318,97,55,33.3333
2021,강동구,고덕1동,11740550,중식음식점,142090193.33333334,97,55,0.0000
2021,강동구,고덕1동,11740550,치킨전문점,5978500,99,53,33.0000
2021,강동구,고덕1동,11740550,커피-음료,7877750.736507936,97,55,3.3333
2021,강동구,고덕1동,11740550,한식음식점,229617927.04209802,88,48,2.1667
2021,강동구,고덕1동,11740550,호프-간이주점,83387518.35555555,88,48,3.3333
2021,강동구,고덕2동,11740560,분식전문점,233129663.0222222,72,65,0.0000
2021,강동구,고덕2동,11740560,일식음식점,14450125.142857142,72,65,0.0000
2021,강동구,고덕2동,11740560,중식음식점,479909900,119,56,0.0000
2021,강동구,고덕2동,11740560,치킨전문점,179127786.33333334,119,56,0.0000
2021,강동구,고덕2동,11740560,커피-음료,15000000,119,55,0.0000
2021,강동구,고덕2동,11740560,한식음식점,217287441.93846154,72,65,4.3333
2021,강동구,고덕2동,11740560,호프-간이주점,62505384.888888896,72,65,0.0000
2021,강동구,길동,11740685,분식전문점,61272965.00414248,111,50,2.7143
2021,강동구,길동,11740685,양식음식점,19687856.438095238,112,49,2.8571
2021,강동구,길동,11740685,일식음식점,91624490.98285714,111,50,4.0667
2021,강동구,길동,11740685,제과점,263173591.74074075,111,50,0.0000
2021,강동구,길동,11740685,중식음식점,157970820.9185185,126,49,3.6000
2021,강동구,길동,11740685,치킨전문점,65996309.11666667,111,50,1.5625
2021,강동구,길동,11740685,커피-음료,94272146.2489796,111,50,5.1905
2021,강동구,길동,11740685,패스트푸드점,379318346.4238095,111,50,4.1667
2021,강동구,길동,11740685,한식음식점,166885126.80150408,111,50,2.6190
2021,강동구,길동,11740685,호프-간이주점,66998671.47825188,111,50,4.0556
2021,강동구,둔촌2동,11740700,분식전문점,71731521.47619046,122,53,2.3333
2021,강동구,둔촌2동,11740700,양식음식점,493320790.6666667,115,50,0.0000
2021,강동구,둔촌2동,11740700,일식음식점,52190638,117,51,0.0000
2021,강동구,둔촌2동,11740700,제과점,550087219.1111112,117,51,0.0000
2021,강동구,둔촌2동,11740700,중식음식점,163044293.66666666,122,53,0.0000
2021,강동구,둔촌2동,11740700,커피-음료,42966639.155555554,122,53,13.3333
2021,강동구,둔촌2동,11740700,한식음식점,148614701.94400144,122,53,3.0000
2021,강동구,둔촌2동,11740700,호프-간이주점,46294976.11904762,117,51,4.6667
2021,강동구,명일1동,11740530,분식전문점,48126708.06822285,129,52,6.2500
2021,강동구,명일1동,11740530,양식음식점,67844254.4,121,53,0.0000
2021,강동구,명일1동,11740530,일식음식점,102426915.38359788,104,46,0.0000
2021,강동구,명일1동,11740530,제과점,137239071.52380952,129,52,14.1111
2021,강동구,명일1동,11740530,중식음식점,152751629.55782312,122,53,8.2857
2021,강동구,명일1동,11740530,치킨전문점,75364548.63145743,122,53,7.1667
2021,강동구,명일1동,11740530,커피-음료,67712101.04626915,104,46,5.0000
2021,강동구,명일1동,11740530,패스트푸드점,99237698.83951974,101,48,2.6667
2021,강동구,명일1동,11740530,한식음식점,184023481.60493436,129,52,1.8333
2021,강동구,명일1동,11740530,호프-간이주점,150593591.6804233,102,48,3.0000
2021,강동구,명일2동,11740540,분식전문점,313807340.257432,112,59,17.6667
2021,강동구,명일2동,11740540,양식음식점,158050594.81585082,114,58,0.0000
2021,강동구,명일2동,11740540,일식음식점,174235470.85714284,112,59,0.0000
2021,강동구,명일2동,11740540,제과점,335679811.1879372,114,58,2.0000
2021,강동구,명일2동,11740540,중식음식점,135362927.73333332,114,58,0.0000
2021,강동구,명일2동,11740540,치킨전문점,68580683.62222221,114,58,10.3333
2021,강동구,명일2동,11740540,커피-음료,212417271.0025926,105,49,3.1667
2021,강동구,명일2동,11740540,패스트푸드점,73038041.31364469,105,49,0.0000
2021,강동구,명일2동,11740540,한식음식점,250729497.02787527,114,58,4.8333
2021,강동구,명일2동,11740540,호프-간이주점,119821560.6851852,114,58,2.1667
2021,강동구,상일동,11740520,분식전문점,102276927.11772485,110,55,2.3333
2021,강동구,상일동,11740520,양식음식점,34467209.333333336,105,55,0.0000
2021,강동구,상일동,11740520,일식음식점,122001616.11111112,105,55,0.0000
2021,강동구,상일동,11740520,제과점,80387896.88888888,110,55,16.6667
2021,강동구,상일동,11740520,중식음식점,163805806.66666666,105,53,3.3333
2021,강동구,상일동,11740520,치킨전문점,41547438,105,54,0.0000
2021,강동구,상일동,11740520,커피-음료,21175778.8009768,107,55,2.5000
2021,강동구,상일동,11740520,패스트푸드점,171750772.7777778,105,54,27.6667
2021,강동구,상일동,11740520,한식음식점,171042422.36423355,105,54,2.5000
2021,강동구,상일동,11740520,호프-간이주점,99910577.5,105,53,0.0000
2021,강동구,성내1동,11740640,분식전문점,81261333.31904972,118,53,4.0000
2021,강동구,성내1동,11740640,양식음식점,30274227.666666668,119,53,13.8333
2021,강동구,성내1동,11740640,일식음식점,107142516.53333335,113,55,1.1111
2021,강동구,성내1동,11740640,제과점,110227331.86666667,117,50,8.3333
2021,강동구,성내1동,11740640,중식음식점,357129773.94285715,113,55,0.0000
2021,강동구,성내1동,11740640,치킨전문점,28000000,114,50,0.0000
2021,강동구,성내1동,11740640,커피-음료,82735077.81312896,118,53,5.1111
2021,강동구,성내1동,11740640,패스트푸드점,253214035.66666666,114,50,0.0000
2021,강동구,성내1동,11740640,한식음식점,181594358.39763486,118,53,4.0000
2021,강동구,성내1동,11740640,호프-간이주점,85932493.76719576,114,50,7.6667
2021,강동구,성내2동,11740650,분식전문점,70304363.31851852,111,46,1.8889
2021,강동구,성내2동,11740650,양식음식점,53246652.22222223,121,51,0.0000
2021,강동구,성내2동,11740650,일식음식점,48021840.02777777,112,52,13.8333
2021,강동구,성내2동,11740650,제과점,33923031.333333336,111,46,16.6667
2021,강동구,성내2동,11740650,중식음식점,335651468.9444445,109,45,2.7500
2021,강동구,성내2동,11740650,치킨전문점,71708030.03571428,111,46,6.5000
2021,강동구,성내2동,11740650,커피-음료,23688289.167901233,109,43,2.3889
2021,강동구,성내2동,11740650,패스트푸드점,98170944,112,46,0.0000
2021,강동구,성내2동,11740650,한식음식점,143454226.1252011,111,46,1.2857
2021,강동구,성내2동,11740650,호프-간이주점,96342687.07256237,111,46,3.2857
2021,강동구,성내3동,11740660,분식전문점,105436197.01467423,131,47,1.0833
2021,강동구,성내3동,11740660,양식음식점,83015560.3452381,122,53,2.3333
2021,강동구,성내3동,11740660,일식음식점,283914484.45185184,131,47,8.3333
2021,강동구,성내3동,11740660,제과점,319547824.74358976,131,47,0.0000
2021,강동구,성내3동,11740660,중식음식점,83404747.66666667,131,47,0.0000
2021,강동구,성내3동,11740660,치킨전문점,79009173.93333334,131,47,13.8667
2021,강동구,성내3동,11740660,커피-음료,41312761.73091064,131,47,5.5000
2021,강동구,성내3동,11740660,패스트푸드점,233566908.79999998,107,43,0.0000
2021,강동구,성내3동,11740660,한식음식점,156143461.95350036,131,47,4.1111
2021,강동구,성내3동,11740660,호프-간이주점,96226549.85600448,131,47,2.5000
2021,강동구,암사1동,11740570,분식전문점,129897645.2196286,109,54,2.5556
2021,강동구,암사1동,11740570,일식음식점,78675646.66666666,109,48,0.0000
2021,강동구,암사1동,11740570,제과점,115146851.27272727,109,54,10.6364
2021,강동구,암사1동,11740570,중식음식점,86961613.63333334,108,52,4.1667
2021,강동구,암사1동,11740570,치킨전문점,103831209.56666668,109,54,5.0000
2021,강동구,암사1동,11740570,커피-음료,34104967.58465608,109,54,2.3333
2021,강동구,암사1동,11740570,패스트푸드점,40747070,110,48,0.0000
2021,강동구,암사1동,11740570,한식음식점,123280959.87659203,109,54,2.5000
2021,강동구,암사1동,11740570,호프-간이주점,56018180.93584656,109,54,1.1667
2021,강동구,암사2동,11740580,분식전문점,224257365.26666665,120,54,16.6667
2021,강동구,암사2동,11740580,일식음식점,72500389.77777778,120,54,0.0000
2021,강동구,암사2동,11740580,제과점,452066277.1111111,120,54,5.6667
2021,강동구,암사2동,11740580,중식음식점,145240912.33333334,120,54,0.0000
2021,강동구,암사2동,11740580,치킨전문점,234744395.3333333,120,54,0.0000
2021,강동구,암사2동,11740580,커피-음료,96234297.2,120,54,6.6667
2021,강동구,암사2동,11740580,패스트푸드점,160659984,120,54,0.0000
2021,강동구,암사2동,11740580,한식음식점,437796945.20238096,119,53,2.0000
2021,강동구,암사2동,11740580,호프-간이주점,144795634.2222222,120,54,11.0000
2021,강동구,암사3동,11740590,분식전문점,61968349.6,115,58,0.0000
2021,강동구,암사3동,11740590,커피-음료,92456410.66666667,115,58,0.0000
2021,강동구,암사3동,11740590,한식음식점,323977349.9047619,115,58,2.8333
2021,강동구,천호1동,11740600,분식전문점,32576377.08083694,105,46,4.4667
2021,강동구,천호1동,11740600,일식음식점,82901399,110,52,0.0000
2021,강동구,천호1동,11740600,제과점,19815910.222222224,106,50,0.0000
2021,강동구,천호1동,11740600,치킨전문점,86626111.83111113,105,46,5.0000
2021,강동구,천호1동,11740600,커피-음료,84116320.14761904,105,46,4.7000
2021,강동구,천호1동,11740600,패스트푸드점,15170294,106,51,16.6667
2021,강동구,천호1동,11740600,한식음식점,85676055.01122727,105,46,4.1333
2021,강동구,천호1동,11740600,호프-간이주점,41095746.61587302,105,46,1.3333
2021,강동구,천호2동,11740610,분식전문점,71655243.26207379,94,47,0.8889
2021,강동구,천호2동,11740610,양식음식점,882076890.372549,112,53,2.0000
2021,강동구,천호2동,11740610,일식음식점,454061085.7976191,115,46,11.1111
2021,강동구,천호2동,11740610,제과점,131737354.15,193,75,8.0714
2021,강동구,천호2동,11740610,중식음식점,99531143.01773287,103,51,1.1667
2021,강동구,천호2동,11740610,치킨전문점,117108334.01058201,116,53,14.0000
2021,강동구,천호2동,11740610,커피-음료,80358288.36156404,130,55,5.3889
2021,강동구,천호2동,11740610,패스트푸드점,57516422.48888889,112,53,0.5833
2021,강동구,천호2동,11740610,한식음식점,151152470.33746824,193,75,2.1667
2021,강동구,천호2동,11740610,호프-간이주점,70324644.65000507,104,51,4.3750
2021,강동구,천호3동,11740620,분식전문점,71361145.45238096,101,50,4.6667
2021,강동구,천호3동,11740620,중식음식점,176965784,98,50,0.0000
2021,강동구,천호3동,11740620,커피-음료,40382266.423280425,103,50,5.6667
2021,강동구,천호3동,11740620,패스트푸드점,78161288.66666667,103,50,0.0000
2021,강동구,천호3동,11740620,한식음식점,88204055.21247564,98,50,3.6667
2021,강동구,천호3동,11740620,호프-간이주점,45503573.5,98,50,0.0000
2021,강북구,미아동,11305535,분식전문점,34651824.51851852,103,47,12.8889
2021,강북구,미아동,11305535,양식음식점,24914158.666666668,108,46,0.0000
2021,강북구,미아동,11305535,일식음식점,83829793.33333333,107,52,0.0000
2021,강북구,미아동,11305535,제과점,116316099,107,52,0.0000
2021,강북구,미아동,11305535,중식음식점,59029303.36,105,46,20.0000
2021,강북구,미아동,11305535,치킨전문점,40462191.583333336,104,52,2.8333
2021,강북구,미아동,11305535,커피-음료,78449791.7452381,105,46,6.5833
2021,강북구,미아동,11305535,패스트푸드점,9333333.333333334,115,51,0.0000
2021,강북구,미아동,11305535,한식음식점,100926249.56938234,104,47,4.0667
2021,강북구,미아동,11305535,호프-간이주점,23629261.3884127,104,47,0.4667
2021,강북구,번1동,11305590,분식전문점,66287073.43714285,115,53,2.5000
2021,강북구,번1동,11305590,양식음식점,76502530.22222222,115,54,0.0000
2021,강북구,번1동,11305590,일식음식점,988809886.8222222,115,54,2.7778
2021,강북구,번1동,11305590,제과점,614559487.037037,115,53,0.0000
2021,강북구,번1동,11305590,중식음식점,194995870,115,54,0.0000
2021,강북구,번1동,11305590,치킨전문점,412827724,105,48,11.0000
2021,강북구,번1동,11305590,커피-음료,67474621.19179894,115,54,2.8333
2021,강북구,번1동,11305590,패스트푸드점,160126400.63636363,115,54,7.0000
2021,강북구,번1동,11305590,한식음식점,118417343.56951174,115,53,2.5556
2021,강북구,번1동,11305590,호프-간이주점,75676777.85354125,115,53,4.5000
2021,강북구,번2동,11305600,분식전문점,6359722.666666667,117,51,0.0000
2021,강북구,번2동,11305600,커피-음료,50743069.333333336,117,51,0.0000
2021,강북구,번2동,11305600,한식음식점,132819484.53333335,116,51,0.0000
2021,강북구,번3동,11305606,분식전문점,74498041.90303029,117,50,6.6667
2021,강북구,번3동,11305606,일식음식점,175914826.66666666,117,50,0.0000
2021,강북구,번3동,11305606,제과점,511795778.6666667,114,50,0.0000
2021,강북구,번3동,11305606,중식음식점,19762024,117,50,0.0000
2021,강북구,번3동,11305606,커피-음료,122519526.8,117,50,6.6667
2021,강북구,번3동,11305606,한식음식점,212274574.994709,114,50,2.6667
2021,강북구,번3동,11305606,호프-간이주점,98399212.19047618,117,50,0.0000
2021,강북구,삼각산동,11305575,분식전문점,321208930.615873,112,61,0.0000
2021,강북구,삼각산동,11305575,양식음식점,74918494.88888888,90,40,16.6667
2021,강북구,삼각산동,11305575,일식음식점,434567908.6666667,84,41,0.0000
2021,강북구,삼각산동,11305575,제과점,288551554.6666667,84,41,0.0000
2021,강북구,삼각산동,11305575,중식음식점,483623894.6666667,112,61,0.0000
2021,강북구,삼각산동,11305575,치킨전문점,83127940,90,40,9.6667
2021,강북구,삼각산동,11305575,커피-음료,167688712.66666666,84,41,8.3333
2021,강북구,삼각산동,11305575,한식음식점,178190562.24731588,112,61,3.1667
2021,강북구,삼각산동,11305575,호프-간이주점,7197981.955555555,112,61,0.0000
2021,강북구,삼양동,11305534,제과점,272294737.3333333,135,51,16.6667
2021,강북구,삼양동,11305534,중식음식점,39091858,138,55,0.0000
2021,강북구,삼양동,11305534,커피-음료,28022112,135,54,0.0000
2021,강북구,삼양동,11305534,패스트푸드점,101187360.8888889,135,54,0.0000
